"Height","Weight","Music","Slow.songs.or.fast.songs","Dance","Folk","Country","Classical.music","Musical","Pop","Rock","Metal.or.Hardrock","Punk","Hiphop..Rap","Reggae..Ska","Swing..Jazz","Rock.n.roll","Alternative","Latino","Techno..Trance","Opera","Movies","Horror","Thriller","Comedy","Romantic","Sci.fi","War","Fantasy.Fairy.tales","Animated","Documentary","Western","Cars","Passive.sport","Active.sport","Gardening","Shopping","Science.and.technology","Theatre","Fun.with.friends","Flying","Storm","Darkness","Heights","Spiders","Snakes","Rats","Ageing","Dangerous.dogs","Fear.of.public.speaking","Age","Number.of.siblings"
182,70,5,3,2,5,2,4,5,4,5,4,1,2,3,3,3,2,3,4,3,5,5,5,5,5,5,5,5,5,5,5,4,3,1,1,4,5,3,5,3,1,2,2,1,3,1,3,3,3,21,1
190,80,4,3,4,3,1,4,4,4,3,1,1,3,3,5,2,2,3,4,3,5,1,4,5,4,3,2,4,5,3,1,5,5,2,1,3,4,4,2,1,1,1,1,2,2,4,1,2,2,19,1
187,80,4,4,3,3,3,3,4,5,2,3,3,4,3,3,2,3,3,1,3,5,3,4,5,3,4,3,2,3,2,2,4,5,5,1,4,1,3,4,1,1,1,3,1,3,3,1,2,1,19,0
193,83,5,3,3,2,2,4,3,4,5,4,1,2,2,5,5,4,4,3,2,4,2,4,4,4,5,5,3,4,4,1,5,4,2,1,2,3,3,5,2,1,1,2,1,1,1,5,1,1,19,0
177,70,5,3,2,2,1,2,4,5,2,2,1,5,3,2,3,3,3,3,1,5,3,3,5,4,3,5,5,5,3,2,4,4,5,1,4,2,3,5,2,2,3,2,1,1,1,2,2,1,16,1
158,50,5,3,2,1,2,3,3,4,3,2,3,4,4,2,2,4,3,1,2,4,1,3,4,3,2,3,4,4,2,1,1,3,5,1,3,1,3,5,1,1,3,1,1,2,3,5,5,1,18,2
178,80,5,5,4,3,3,5,3,5,4,1,2,4,1,1,1,3,3,4,4,5,4,4,5,3,5,1,5,4,3,1,3,5,1,3,5,4,4,5,4,4,5,3,3,4,4,5,5,3,19,3
174,66,5,5,3,2,2,4,1,2,5,5,4,2,1,1,5,5,1,4,1,5,5,5,4,3,5,2,2,5,5,2,1,2,2,2,2,5,2,4,2,2,1,5,2,2,1,4,3,4,20,1
162,52,5,3,3,1,1,3,1,3,2,1,1,4,3,5,3,4,3,3,2,5,2,2,3,2,3,1,4,4,5,1,1,1,3,1,5,3,1,3,2,1,2,2,2,5,4,1,3,2,19,1
192,93,5,4,3,2,2,3,1,3,4,3,2,4,3,3,1,1,3,3,1,3,2,4,4,4,2,3,2,1,4,3,5,1,5,1,4,5,1,5,3,3,3,4,1,1,4,4,5,4,21,1
185,120,2,3,3,1,2,3,3,3,2,4,2,5,3,4,3,3,4,4,2,5,5,5,5,2,4,3,3,3,3,3,3,4,2,3,4,3,3,5,3,3,3,4,1,5,5,1,3,3,24,2
190,95,4,5,3,1,1,1,1,5,2,1,1,5,1,1,1,1,1,1,1,5,5,5,5,2,4,5,2,2,2,1,5,5,5,1,3,1,2,5,1,1,1,1,1,5,1,1,1,3,23,1
173,69,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,4,2,4,2,4,2,4,2,4,2,4,5,2,4,1,5,5,4,5,1,1,1,1,5,5,3,3,1,5,30,0
189,113,3,5,3,2,2,4,3,5,1,4,3,4,4,2,4,3,4,2,3,3,3,4,4,5,3,3,2,3,3,3,4,4,4,5,3,5,4,2,5,3,4,5,5,5,3,4,3,4,27,3
185,65,5,1,5,1,2,3,4,2,2,1,1,5,2,2,2,2,1,3,1,5,3,4,3,4,5,3,5,3,2,2,5,3,5,1,4,1,1,5,3,2,1,2,1,1,1,2,1,2,19,1
160,55,5,3,3,2,1,4,3,4,5,3,3,3,3,2,2,3,2,2,2,5,4,5,4,1,1,5,3,3,3,4,4,5,3,1,3,4,2,5,1,1,1,2,3,1,5,2,3,3,18,2
203,89,5,3,1,2,3,4,5,2,4,5,4,1,1,2,4,4,2,2,4,5,1,1,4,3,4,4,3,4,5,3,3,3,2,4,3,4,5,4,2,1,3,2,3,3,2,2,2,4,18,2
185,70,5,3,4,1,1,2,4,4,3,1,4,4,1,1,3,1,1,1,1,5,4,4,5,4,2,5,3,5,1,2,1,2,5,1,4,4,5,5,3,2,1,1,3,4,2,4,2,1,17,2
173,72,4,5,5,1,1,1,1,4,5,3,2,1,1,1,5,3,1,4,1,5,4,4,5,1,2,5,2,3,4,2,5,5,5,1,1,5,1,5,4,1,1,3,1,1,1,4,2,3,30,1
172,60,5,5,5,3,2,2,2,5,4,4,3,5,3,1,3,3,2,4,2,5,3,3,5,4,4,2,4,5,4,1,2,4,5,2,4,3,3,5,1,2,3,5,5,2,1,4,1,3,19,0
173,79,5,5,2,1,1,2,4,3,5,4,5,1,1,2,3,2,1,1,2,5,3,4,5,4,1,2,3,2,2,1,3,3,5,3,3,1,3,5,1,1,1,2,5,5,4,3,3,1,27,5
173,62,5,1,4,1,1,4,4,5,5,3,4,4,4,4,4,2,2,2,2,5,5,4,5,5,2,2,5,5,3,2,4,5,4,4,4,3,5,5,1,1,1,5,5,5,4,3,3,4,21,1
165,53,5,4,4,3,1,3,5,5,5,5,5,3,4,2,5,4,3,3,3,2,2,2,3,3,2,2,4,5,4,1,1,3,4,1,5,2,4,5,4,4,3,3,5,5,5,5,5,4,17,3
184,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,4,4,3,5,2,3,4,3,5,2,3,5,5,5,1,5,2,1,2,3,1,5,1,2,4,3,20,1
187,95,3,3,1,3,3,5,5,3,2,2,2,1,1,1,3,1,1,1,4,5,1,2,5,4,4,4,4,4,5,4,5,4,2,2,4,3,4,5,1,1,1,1,4,5,2,3,3,3,20,0
181,73,5,4,3,1,2,3,2,5,5,3,4,3,2,1,2,2,2,3,1,5,5,5,5,2,3,2,5,5,4,2,3,5,5,1,4,3,2,5,1,1,1,2,2,2,1,1,3,3,20,1
176,76,4,3,4,1,1,2,1,2,2,2,1,4,1,1,3,1,1,1,1,4,3,1,5,5,3,5,2,2,4,2,5,1,1,1,5,5,1,5,1,1,1,2,1,5,1,1,4,2,18,0
180,90,5,3,2,3,4,5,5,1,5,5,3,1,3,4,5,4,2,1,5,5,3,5,5,4,5,4,5,5,4,4,2,4,3,2,2,4,5,5,1,3,4,5,5,5,4,5,4,1,20,1
178,66,5,3,2,3,3,4,2,3,5,4,4,3,2,3,4,4,2,1,4,4,3,4,4,3,4,3,3,3,5,2,2,3,4,3,2,5,4,5,4,1,2,2,3,2,3,4,3,3,20,1
175,60,5,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,5,2,1,4,4,1,4,1,1,2,1,5,5,5,5,5,3,1,5,5,3,2,4,1,5,2,3,4,4,17,1
181,78,5,4,2,1,1,1,1,2,2,3,1,2,1,1,3,1,1,1,1,5,2,1,5,4,2,5,1,2,3,1,5,5,5,1,4,4,1,5,2,2,2,3,1,5,2,3,4,4,19,1
165,53,5,4,4,3,1,5,4,4,3,2,3,5,4,3,3,1,2,5,4,5,4,2,5,4,3,2,4,4,3,3,5,3,3,2,5,3,5,5,3,4,5,4,5,3,5,4,5,4,20,1
183,82,5,5,2,3,4,3,1,2,5,5,3,5,4,4,5,2,4,2,2,5,1,5,5,3,3,4,4,3,5,5,5,1,5,2,3,5,4,5,1,1,1,3,1,1,1,1,1,1,20,1
180,63,5,4,3,3,1,4,3,4,5,5,5,4,4,5,5,5,4,3,2,5,5,1,5,4,4,5,4,5,5,2,4,4,3,5,5,5,5,5,1,2,3,4,5,1,3,5,5,1,21,0
170,70,3,4,1,1,1,1,2,5,5,2,2,5,4,4,5,1,1,1,2,3,3,2,4,5,3,3,4,5,1,4,1,5,5,4,1,1,3,3,1,2,2,2,1,1,1,1,1,1,23,0
178,80,4,4,3,3,1,4,1,4,4,4,3,2,1,1,3,3,1,4,1,3,5,5,5,1,2,4,3,4,5,4,3,5,5,5,2,4,1,5,2,1,1,5,1,1,1,1,1,5,24,2
160,48,5,5,3,1,2,2,1,4,2,1,2,3,2,1,1,2,5,2,1,4,1,1,4,2,2,2,3,2,5,1,5,4,1,2,3,3,3,5,5,2,2,1,2,3,2,1,1,1,17,0
162,55,5,3,2,2,2,4,5,3,5,2,2,4,4,4,4,5,3,1,4,5,1,2,5,5,3,3,3,2,3,4,2,2,3,1,4,1,4,5,3,1,1,3,4,5,3,1,3,3,18,1
185,99,5,3,2,2,2,5,4,4,5,5,5,1,3,4,5,5,2,1,4,5,3,5,5,4,5,3,5,5,3,3,3,1,1,1,3,5,4,5,4,2,3,5,3,5,4,3,3,4,17,1
175,60,5,4,3,1,1,2,3,5,4,1,3,5,4,3,3,3,4,1,2,3,2,2,4,2,3,3,3,4,2,2,1,3,1,2,3,1,2,5,2,2,2,3,3,4,1,1,1,4,19,1
188,81,5,2,3,2,2,3,1,3,2,1,1,5,2,2,1,3,3,3,1,4,5,4,5,3,2,2,3,2,5,1,2,3,3,1,4,3,2,5,2,2,1,1,2,2,3,4,5,2,21,0
170,58,5,3,1,1,2,5,1,3,5,3,2,1,3,2,5,3,2,1,5,5,1,3,4,2,1,1,5,5,5,4,1,2,1,1,1,1,5,5,2,2,5,1,1,1,1,5,1,2,29,1
170,55,4,3,1,3,1,4,2,2,5,4,2,1,2,2,2,4,2,1,2,5,4,3,3,3,4,4,5,5,5,2,1,3,1,3,3,3,3,4,2,1,5,2,2,1,1,4,3,3,21,1
158,55,5,3,3,3,1,4,4,4,5,3,3,3,3,5,5,3,4,1,4,5,2,2,4,4,1,3,4,4,3,2,1,5,2,2,4,2,5,5,1,2,3,3,4,3,4,1,4,2,20,1
168,55,5,3,3,4,3,4,5,4,5,3,3,2,4,3,5,5,2,1,2,4,1,2,4,4,3,2,4,2,2,2,1,3,1,1,5,1,4,5,2,3,2,3,2,2,2,2,4,2,20,1
184,80,1,3,4,1,2,1,2,4,5,3,4,5,2,1,3,3,4,4,1,5,4,5,4,3,2,4,2,3,3,2,3,3,4,1,1,2,3,4,4,3,2,4,2,3,4,3,2,4,19,1
162,50,5,3,1,2,2,5,4,3,5,5,4,3,2,4,4,4,2,1,3,5,3,4,5,3,5,3,4,4,2,2,1,2,4,1,2,4,5,4,1,1,2,5,4,1,1,1,1,1,20,0
168,70,5,3,4,2,1,3,2,4,3,1,1,5,4,4,3,3,5,2,3,5,3,2,5,5,5,2,2,2,5,1,1,2,5,2,3,4,4,5,1,1,2,1,5,5,3,4,3,4,21,1
170,50,5,3,4,2,4,4,4,5,4,3,4,5,4,4,5,3,4,3,4,5,5,5,5,4,4,4,4,4,3,3,5,4,1,2,4,4,4,5,3,3,3,1,3,3,3,2,4,2,17,2
165,57,5,3,3,4,5,5,5,2,5,3,4,1,4,4,5,3,4,1,5,3,1,1,4,3,2,1,5,5,5,2,1,2,1,5,5,1,5,5,2,1,4,1,5,5,1,1,4,1,20,1
193,77,3,3,2,1,1,4,3,3,4,1,1,1,1,5,3,5,2,2,4,5,2,2,5,3,2,2,2,2,4,2,1,4,3,1,3,3,5,5,1,1,3,2,2,5,2,2,2,1,19,1
179,76,4,3,4,3,2,4,4,3,5,4,2,2,2,2,3,2,2,2,3,5,3,4,4,3,4,4,3,3,4,3,4,3,5,2,3,4,3,4,5,1,4,4,4,3,2,3,2,4,21,1
190,76,4,3,3,2,2,2,3,5,4,1,1,1,4,3,3,3,3,1,1,5,1,3,5,4,4,4,3,3,4,5,3,5,5,1,1,3,2,5,1,2,1,1,3,2,1,4,3,1,19,0
187,88,5,3,2,1,1,2,3,4,5,5,5,4,3,5,4,3,1,1,3,5,2,2,5,4,4,4,4,4,3,3,5,5,5,1,4,5,3,4,1,1,1,3,1,1,1,4,1,3,19,0
183,65,5,3,4,3,2,5,3,2,5,5,4,2,4,5,5,4,5,1,3,4,1,3,5,4,1,5,5,5,5,5,1,3,5,2,1,5,5,5,4,1,2,3,2,1,1,2,4,2,20,3
170,58,5,5,4,1,1,1,2,5,4,1,1,4,5,3,4,4,4,2,1,5,5,4,5,3,2,1,4,5,2,1,2,5,4,1,3,2,3,5,2,1,3,2,5,4,3,2,3,3,21,0
163,68,4,3,4,2,1,2,4,4,3,1,2,3,3,3,4,4,4,1,2,5,4,3,4,4,3,2,5,5,2,2,3,1,4,1,5,2,4,5,3,3,3,1,2,2,2,5,4,2,23,1
169,53,5,4,2,3,3,1,4,5,5,1,1,4,3,3,2,2,4,1,2,4,4,5,4,3,1,2,4,3,2,1,3,4,3,2,4,3,3,4,2,2,3,2,2,4,2,4,5,3,24,1
185,65,5,5,4,3,3,2,1,4,4,3,4,5,2,2,2,3,2,5,1,3,3,3,5,2,2,2,3,5,2,2,3,5,5,1,1,1,1,5,5,3,1,3,4,4,4,3,3,2,19,3
164,66,5,5,4,2,1,3,3,4,5,1,4,1,3,2,2,5,2,2,1,5,1,5,5,5,5,4,3,3,5,1,2,5,3,2,4,5,4,5,1,5,5,3,5,5,5,1,5,3,24,2
177,70,5,4,4,2,3,3,3,4,4,2,2,5,3,2,2,1,3,3,2,5,2,3,5,3,2,5,4,4,5,2,5,5,5,3,5,5,4,5,1,1,1,1,5,1,5,4,5,3,20,1
184,78,5,4,2,5,4,5,5,2,3,2,3,2,3,5,4,4,3,4,5,5,5,3,5,5,1,4,3,2,5,3,4,5,5,5,3,4,5,4,1,1,1,1,1,3,1,1,3,1,30,2
165,56,4,4,3,1,1,1,3,5,1,1,1,4,2,2,1,1,3,1,1,5,2,2,5,5,4,4,5,5,3,1,3,2,3,1,4,1,3,5,2,5,3,3,3,4,4,5,5,4,20,1
171,54,5,3,5,2,2,3,3,4,2,1,1,4,2,4,2,2,3,5,3,5,3,3,5,5,5,2,2,4,4,2,3,2,2,2,5,2,2,5,5,2,2,4,5,5,5,4,5,3,23,4
170,51,5,2,3,4,2,5,5,5,5,2,2,1,4,4,5,5,2,1,4,5,1,2,5,5,3,3,5,5,4,1,1,1,3,2,4,1,5,5,2,1,2,4,4,4,5,2,1,4,19,1
184,60,5,2,2,1,1,3,1,3,5,3,4,1,4,2,3,5,1,2,1,3,1,2,3,4,4,2,1,2,1,1,1,5,1,2,4,3,1,5,1,1,1,1,1,1,1,1,1,1,19,4
174,61,3,2,1,4,4,5,3,2,2,1,1,1,2,4,2,1,3,1,5,5,1,3,4,5,2,2,5,5,3,2,1,4,5,3,3,1,4,5,1,3,4,1,4,3,2,5,3,2,22,2
175,68,4,3,4,1,2,3,4,4,2,1,1,4,4,3,3,1,1,1,1,5,1,4,5,2,3,1,5,5,5,1,2,4,1,1,5,3,3,4,3,4,1,2,5,1,1,3,2,4,17,0
183,67,5,5,3,1,1,2,2,2,2,1,2,5,3,2,2,2,2,5,1,5,5,5,5,5,2,5,3,3,5,2,5,3,5,1,4,3,3,5,1,1,1,1,1,1,1,2,5,3,20,2
175,75,5,4,2,1,2,2,1,2,2,1,1,5,3,2,2,2,3,3,1,5,3,5,5,2,5,5,3,3,4,2,5,5,5,2,4,3,1,5,1,1,2,2,2,2,1,2,2,1,19,2
175,68,5,3,4,4,2,3,4,3,3,1,1,2,3,2,2,2,3,1,4,5,3,3,5,5,3,3,5,3,4,4,3,5,3,4,4,3,5,5,1,1,1,1,1,2,3,3,4,1,30,4
180,75,5,2,4,2,1,1,2,3,3,1,1,5,3,3,2,2,2,1,1,4,3,3,5,5,3,2,2,2,3,1,4,5,4,1,4,4,2,5,3,1,2,4,5,5,3,4,2,1,27,0
180,90,5,4,5,3,3,3,2,5,4,3,4,5,4,2,3,2,4,4,2,5,3,4,5,3,4,4,4,4,5,4,5,4,4,3,3,5,4,5,4,1,1,1,4,4,1,2,3,5,19,1
156,51,5,3,3,2,1,3,4,4,5,3,3,3,3,5,3,2,4,3,3,5,2,3,3,2,4,3,3,2,4,4,1,5,4,2,5,3,4,5,2,2,2,2,4,5,5,1,4,2,17,1
192,80,5,4,4,2,3,3,5,4,3,1,2,2,3,3,3,4,2,5,2,5,4,4,5,3,4,4,5,5,3,3,2,2,1,1,4,5,3,5,1,1,2,1,2,4,1,5,3,3,20,1
187,80,3,1,3,3,2,5,3,2,3,3,1,1,5,5,5,3,1,1,1,5,4,4,5,3,5,5,5,5,4,5,4,5,3,1,2,3,2,5,1,1,1,1,1,1,1,1,1,3,20,2
190,125,5,3,4,4,2,3,3,4,3,2,2,5,3,3,3,2,3,4,2,5,4,4,5,1,2,5,4,4,4,2,5,5,2,1,3,4,2,5,1,1,1,4,2,2,2,5,3,2,20,1
182,88,5,3,4,3,3,3,3,3,4,4,3,4,3,3,1,3,2,5,3,5,4,4,4,3,5,4,4,4,4,2,5,3,1,1,2,5,4,5,1,1,2,1,3,3,2,1,2,1,20,2
172,55,5,3,3,2,1,3,1,3,5,1,2,1,3,3,3,4,1,2,1,5,2,4,4,3,5,5,4,4,4,1,3,4,1,1,4,4,4,5,1,2,2,2,5,2,1,3,1,4,18,1
187,80,5,4,4,2,2,3,2,5,4,3,1,4,3,4,2,3,5,4,2,5,5,4,5,4,3,4,5,4,4,3,5,1,5,1,5,5,3,5,1,1,1,3,1,3,1,1,3,1,21,2
195,82,5,5,3,2,2,4,4,3,2,1,1,2,2,3,3,4,1,5,2,5,4,3,5,2,4,4,5,4,2,1,3,1,1,1,4,4,3,5,2,1,2,1,2,5,1,1,3,2,21,1
185,85,5,3,3,2,3,3,4,3,5,4,4,4,3,3,4,4,2,3,3,5,3,5,5,4,5,4,5,5,3,3,3,5,5,1,2,4,2,5,2,2,2,3,4,4,3,3,3,4,20,1
182,79,4,2,4,3,2,3,4,3,4,2,3,4,2,1,2,4,3,2,2,5,4,4,4,3,4,5,2,3,2,4,3,2,3,2,4,3,2,4,3,2,3,2,4,3,4,2,3,2,17,2
185,90,4,3,2,3,3,4,4,2,5,4,4,3,4,2,4,4,1,1,3,3,1,3,4,2,4,5,2,3,4,4,2,3,5,1,1,4,3,2,1,1,1,1,1,1,1,2,1,5,23,1
172,56,5,3,4,2,4,2,3,4,3,1,1,1,3,1,3,3,4,1,1,5,1,2,5,3,2,2,3,4,4,2,4,4,1,2,3,5,1,3,2,1,1,5,5,4,3,3,1,5,25,1
187,85,5,4,3,4,3,2,4,4,4,3,2,5,2,2,3,1,3,2,2,4,3,2,5,5,2,3,3,4,1,2,3,4,5,2,3,2,1,4,4,2,2,3,1,2,4,4,2,3,18,0
170,54,5,3,2,1,2,5,4,4,5,3,3,2,1,3,5,5,2,1,1,5,2,2,4,4,1,5,5,5,5,2,1,2,4,1,5,5,5,5,1,2,2,4,3,1,1,2,1,3,18,1
168,63,5,4,4,2,1,2,1,5,3,3,2,3,1,1,1,2,3,4,1,5,3,3,4,4,2,2,3,4,2,2,2,2,2,3,4,2,3,4,5,2,3,3,4,4,3,3,2,2,25,1
180,73,5,3,3,2,1,4,3,3,5,4,2,2,3,4,5,4,2,3,3,5,2,3,5,4,2,3,4,5,4,2,5,3,1,2,5,5,5,5,3,1,1,1,5,5,1,1,1,3,21,1
182,73,5,3,2,3,1,3,3,3,5,3,2,2,2,3,2,5,1,4,1,5,2,4,4,3,4,3,2,3,3,2,5,4,4,1,3,5,3,5,2,2,2,3,2,2,2,2,4,3,20,1
179,74,4,4,4,2,2,3,3,3,4,2,1,3,3,3,3,3,2,4,3,5,4,3,5,3,5,5,3,3,5,2,4,5,5,1,3,3,3,5,1,1,3,5,2,2,2,3,4,4,21,0
162,54,5,3,5,1,1,1,2,3,2,1,2,3,2,2,2,2,5,3,1,5,4,4,4,4,2,3,2,3,2,1,2,5,5,1,5,2,3,5,1,1,2,1,2,3,4,3,4,3,18,1
173,66,5,3,3,1,1,1,3,3,2,1,1,4,1,1,1,3,1,4,1,5,1,3,3,3,3,2,4,4,3,1,5,1,5,3,3,4,1,5,1,1,3,4,1,2,2,2,3,5,20,2
182,72,5,3,3,1,2,3,1,4,1,1,1,5,5,4,4,1,3,3,1,5,2,3,5,4,5,5,4,5,4,2,5,5,5,1,3,4,2,5,1,1,1,1,2,1,3,1,2,1,19,1
189,89,5,3,1,3,5,3,1,1,5,3,4,3,3,4,5,5,2,1,1,5,1,3,3,3,1,5,3,4,5,1,4,5,5,1,1,3,5,5,1,1,1,1,1,1,1,2,4,3,22,2
182,76,4,2,2,2,2,4,5,4,4,2,2,5,4,4,4,3,2,4,3,5,4,4,5,4,2,4,4,4,2,2,4,4,5,1,2,4,2,5,3,2,2,4,2,3,4,2,3,3,26,3
185,87,4,5,5,1,4,2,1,2,4,5,3,2,1,2,4,4,2,5,2,5,5,5,5,1,4,2,2,2,4,2,5,5,5,1,3,4,1,5,3,2,1,2,1,1,1,2,2,3,23,0
162,54,5,3,5,1,2,1,2,3,2,1,3,4,2,2,2,1,5,4,1,5,4,4,4,4,3,3,2,3,2,1,3,5,5,1,5,2,3,5,1,1,1,1,2,3,4,2,4,3,18,1
170,54,5,3,1,1,3,5,5,4,5,2,2,1,1,4,5,5,2,1,1,5,2,1,5,5,1,5,5,5,5,2,2,3,3,1,5,5,5,5,1,2,3,4,4,1,1,2,1,3,18,1
168,54,5,4,4,1,1,2,1,2,4,3,5,3,2,2,3,2,1,4,1,5,1,3,5,5,1,1,4,4,1,1,1,5,4,2,4,1,2,5,2,1,1,5,1,2,1,1,3,5,16,1
168,57,5,3,3,1,1,2,3,4,3,1,1,2,3,4,3,3,4,3,1,5,2,3,5,5,5,2,5,4,2,1,1,3,1,2,2,2,4,5,1,1,2,3,1,3,4,5,3,4,19,2
175,58,5,3,4,2,1,4,1,4,5,3,4,3,4,4,4,5,1,4,1,5,1,2,5,5,3,1,5,5,4,1,5,5,3,1,5,1,5,5,1,4,4,1,5,5,5,5,5,5,19,1
174,165,3,4,3,2,2,2,3,4,4,4,1,5,4,2,3,1,1,3,1,4,2,4,4,3,1,5,4,4,3,1,4,3,1,5,4,4,4,5,1,1,2,4,1,1,1,4,3,2,23,0
187,85,5,5,3,2,1,3,1,3,4,5,4,1,1,1,3,4,1,2,1,5,5,5,2,1,5,4,1,2,1,1,5,1,4,1,1,5,3,5,1,1,1,1,1,1,1,3,1,2,21,1
180,75,4,3,3,2,4,3,3,2,5,3,2,4,3,2,3,2,1,3,2,2,3,2,4,2,3,2,4,2,3,3,3,3,3,2,2,3,2,4,2,3,4,4,3,2,2,3,5,3,19,1
175,58,5,3,3,2,1,2,2,4,4,3,2,2,1,2,4,2,5,2,2,5,4,5,5,5,1,4,4,1,4,2,1,5,4,2,4,2,5,5,2,2,2,3,3,3,5,4,2,3,20,1
170,66,5,3,3,3,4,5,3,3,4,3,2,2,3,3,5,4,2,2,2,5,3,4,5,5,4,4,4,4,5,2,4,1,3,5,2,4,5,5,4,1,2,1,4,4,5,1,5,4,22,1
180,57,5,3,5,1,2,3,2,4,3,1,1,4,2,2,3,1,1,4,1,5,2,2,5,3,5,4,2,2,1,2,5,5,5,1,4,5,1,5,1,1,1,2,2,3,1,1,5,4,20,1
178,75,5,3,4,3,2,1,3,4,4,2,2,2,4,1,3,2,2,3,1,5,3,5,5,3,5,5,4,5,4,3,4,2,4,2,3,3,2,5,1,1,2,1,3,4,1,1,3,3,21,2
181,70,5,3,3,3,2,2,3,3,5,3,2,3,2,2,3,1,2,1,2,5,2,3,5,3,2,3,3,4,4,1,5,4,3,1,2,4,3,4,1,1,1,3,3,3,2,1,3,2,19,1
165,58,5,3,2,3,4,3,2,2,4,3,2,4,3,2,3,2,2,3,4,2,3,2,4,3,2,3,3,2,4,3,3,3,4,2,2,3,3,4,2,3,4,3,2,2,2,3,3,2,17,0
158,45,5,4,3,1,1,2,3,3,5,3,2,2,4,3,4,2,2,1,1,5,2,3,5,5,4,4,5,5,4,2,1,4,5,2,5,4,3,5,4,2,2,2,3,5,4,5,3,4,19,2
162,65,4,4,4,2,3,2,2,3,3,1,2,4,3,3,2,1,2,3,2,4,3,3,5,2,3,3,3,3,3,2,2,5,5,2,2,2,2,4,1,2,2,2,3,3,4,3,4,4,16,1
174,83,5,3,2,3,4,3,4,2,5,3,3,1,2,4,4,4,3,1,2,5,4,4,3,2,2,3,2,2,3,2,2,3,2,1,2,4,4,5,2,2,2,2,2,5,3,3,3,2,22,1
183,85,5,3,2,2,3,1,2,4,3,1,2,3,2,3,2,4,3,2,3,4,2,3,2,3,2,4,3,2,3,3,3,2,3,2,2,4,3,4,2,3,2,4,2,3,2,1,2,3,23,2
172,54,5,3,2,2,1,3,2,2,5,2,3,1,3,5,5,5,3,1,1,5,1,5,3,3,3,3,3,3,5,3,1,3,3,4,3,3,2,4,2,3,2,3,2,2,1,3,4,3,28,2
183,69,5,3,2,2,2,2,1,3,3,2,2,5,3,3,1,3,1,1,1,3,2,3,3,3,3,3,2,3,4,2,4,3,3,3,2,5,3,5,1,1,2,1,1,1,1,3,1,1,20,2
176,80,5,2,2,1,2,3,4,3,3,1,1,2,4,4,2,1,3,1,3,4,2,4,5,5,4,4,4,3,2,1,2,4,5,2,3,3,3,3,3,2,3,4,2,3,3,4,4,2,21,1
173,50,4,3,1,2,2,2,2,3,3,1,2,1,2,3,3,2,2,1,2,5,2,4,5,5,4,5,2,2,4,2,1,3,1,1,2,1,5,4,1,2,2,4,5,4,2,2,1,2,22,1
174,66,5,3,1,2,2,3,1,2,3,2,3,5,4,3,3,2,2,2,1,5,3,2,4,2,3,5,2,3,5,4,1,5,5,1,3,2,3,4,2,1,1,2,4,3,1,1,3,3,20,1
188,75,5,5,2,4,3,2,1,1,5,5,4,2,3,5,4,4,3,1,1,3,2,2,5,1,5,5,3,4,4,3,3,5,2,3,1,5,1,5,1,3,1,1,1,1,2,1,2,1,19,1
160,55,3,3,2,1,2,2,5,5,3,1,1,2,2,2,3,1,5,1,2,5,2,3,4,5,3,2,4,4,3,1,3,2,4,2,3,3,3,4,1,1,1,1,1,1,1,2,4,2,24,1
170,63,5,3,4,3,3,2,2,4,4,1,3,5,3,3,3,2,2,3,2,5,3,4,5,4,5,5,4,4,5,3,5,5,5,1,5,5,3,5,1,1,1,3,1,4,3,1,2,1,23,1
164,52,5,3,5,3,1,5,5,2,1,1,1,2,3,4,3,5,5,5,4,5,5,3,3,1,4,5,5,5,5,1,1,4,1,5,2,3,2,5,4,1,2,2,3,5,5,5,3,5,21,2
167,50,5,4,4,3,2,2,3,5,3,2,3,3,3,2,2,1,3,1,1,4,2,2,5,5,2,2,5,5,3,2,1,3,3,1,4,2,2,4,3,4,4,4,3,4,3,3,4,3,22,1
184,81,5,2,3,2,3,2,1,4,4,3,3,2,2,3,2,2,2,3,2,5,3,4,3,4,3,2,3,2,4,3,3,3,4,2,4,3,2,5,2,3,2,4,3,2,4,3,2,3,18,1
166,58,5,3,4,3,2,3,4,4,3,2,3,4,4,2,5,3,2,2,3,3,4,2,2,2,4,4,4,3,2,2,3,4,4,4,4,4,3,4,5,4,1,1,2,4,4,5,5,4,28,2
165,48,5,4,2,1,1,3,4,4,5,1,1,4,4,5,5,5,4,1,2,5,1,4,5,5,2,4,5,5,5,2,4,5,2,5,5,3,5,5,1,1,2,2,1,5,3,5,4,2,18,0
174,69,5,3,2,2,1,4,5,3,5,5,4,1,1,3,4,5,4,1,5,4,1,1,4,4,1,4,4,4,5,1,4,2,5,1,3,3,4,4,1,1,1,3,1,1,1,2,1,3,23,1
162,55,5,4,4,2,1,1,1,4,3,2,4,3,3,2,4,2,3,3,2,4,2,3,4,3,2,4,2,3,4,2,4,4,4,2,3,4,3,2,4,3,2,4,3,5,1,3,3,2,22,1
164,52,5,3,4,4,2,4,3,3,4,1,3,1,2,4,4,4,2,3,4,5,2,3,2,2,2,2,3,4,4,3,1,1,4,3,2,3,5,4,3,2,3,3,5,1,2,5,2,3,21,1
